Smell word,In hoofdstuk?,Lexical category,Spelling variants,Olfactory Language Category,Valuation,Provenance,Definition,Attestation,
snof,,noun,snuf,smell term,,WNT,geur,"Paerden …, die den draf spoeyen, als de daghreis ten avont loopt, en hun de snof der stallen in de neus slaet, Hooft, Br. 2, 262 [1632].; Zoo U E. eenighe lucht heeft (t.w. tijdingen van het oorlogstooneel), 't zy meêof tegensgaende, gunt er iens de snuf af,   2, 269.; 'k En weet niet oft het (”een ontbijt”) een snufjen zal hebben van de dufheit des geests van den geenen die het toestelt,   3, 12.; Den Wolf … light hier al ontrent ghedoken, Want hy terstondt den snof heeft van syn aes gheroken, Vondel 1, 48 [1612].; De roock benevelt al der Goden klare kruynen, D'een kucht, de tweede niest, de derde die word beus, En Venus krijght de snof op 't lest oock inde neus,   starter 504.",
stank ,,noun,"staank,  stâânk, stânk,  sjtank",Smell term,Malodorous,"Brouwer Lexicon; Kocks, G.H. (1996-1997), Woordenboek van de Drentse Dialecten (WDD),",,"Stank van een secreet; De stank van uwen asem; Eygen stank; Wat veur een stank is dat hier? (Gas), Ie kunden der neit verkeren van de staank (Hgv), De verkeerde gunk mit de ere strieken, en die aander kreeg staank veur daank (Pes) *Aj ien de stront wilt reuren, muj de staank der ook bij nemen (Ruw); Staank veur daank, stront oen loon (Mep)",
stinkerij,,noun,"stinkerei , stinkerij",Smell term,Malodorous,"Molema, H. (1895), Woordenboek der Groningsche Volkstaal in de 19e eeuw","het stinken, de stank, dat wat stank oplevert",wat stinkerei is dat hier! bv. van eene stinksloot.;  Knienen is zoe’n stinkeri’je,
storen,,verb,,smell term,,WNT,"Geuren, rieken, welriekend zijn en vervolgens ook: onaangenaam rieken, stinken. Dit laatste gebruik wordt als schertsend beschouwd. In W.-Vlaand.; STOOREN —, onz. en onpers. zw. ww. Met verdam (Mnl. Wdb. 7, 2229) mag men aannemen dat dit Westvlaamsche woord identiek is met Storen (I), en de ontwikkeling der beteekenis van ”in beroering brengen” tot ”geuren” is niet zoo onduidelijk als deze schrijver meent. Het identieke Eng. ww. to stir komt nl. in verschillende onz. opvattingen voor, die alle zijn te reduceeren tot het begrip ”in beweging zijn of komen”. In toepassing op een vloeistof zou dit kunnen overgaan in dat van ”gisten”; verg. hd. gären, dat echter algemeen voor nauwverwant wordt gehouden met ndl. geuren. Een volkomen parallel vindt men verder bij stinken; alleen liggen de uiterste beteekenissen: ”stooten” en ”een onaangenamen reuk verspreiden” nog verder uit elkaar. Trouwens, ook storen wordt schertsend voor ”stinken” gebezigd. Zie nog v. haeringen (Suppl.), voor een soortgelijke ontwikkeling in het Poolsch. (v. l.). Onpers. — Het stoort, er hangt een geur, lucht of stank.","De bloemen stooren als het avond wordt. Geheel het huis stoort naar die medecijn. De kamer stoort van den tabak. Zijn adem stoort naar den jenever. Zijn haar stoort naar de pomade. Die peper stoort. Zijne kleederen stooren,   de bo [1873].; Het stoort geweldig in eene apotheek,   de bo [1873].
De huizekes … waar ze nu langs gingen, waren aan al de vensters verlicht en 't stoorde in de lucht alom naar wafels en pannekoeken en gebraden vet,   stijn streuvels, Minneh. 1, 12 [1903].",
toegeuren,,verb,,smell term,,WNT,,"Of mijn stem het voorregt had, Om als een reukwerk op te varen, Zoo als de koorknaap aan de altaren U toegeurt uit het wierookvat,   tollens 8, 96 [1839].",
uitwaseming ,,noun,,Smell term,,Brouwer Lexicon; WNT,Hetgeen wordt of is uitgewasemd (in de bet. 2): uitgewasemde lichaamsstof (van dierlijke en plantaardige lichamen).,"Men ziet …, hoe de Honden … begaafd zyn, met het zintuig om te ruiken; zoo dat zy niet alleen de uitwaasseming van hunnen Meester, onder honderden van Menschen, kennen, maar zelfs hem uuren ver, alleen op den Reuk, zullen naspooren, Berkhey, N.H. 3, 51 [1772].;  In de sleutellynen van deze gewelven (t.w. de gewelven in den stal, waaronder de dieren staan) zyn er openingen, die toelaten aen al de dampen en uitwasemingen buiten de stallen en in de dienst- en voedergaendery te trekken, Akkerbouw 1, 45, 1 b [1849].; De aanwezigheid van abnormale hoeveelheden anders normale bestanddeelen van het zweet of van buitengewone bijmengselen, is oorzaak van den dikwijls eigenaardigen reuk der uitwaseming,  V. tricht, Wdb. Scheik. 8177 [1868].; Buiten, in de frissche Meilucht en de geurige uitwasemingen van de lentebloeisels, ademde M. wellustig en lang,   buysse, Neef Perseyn 3 [1893].; Men (moet) zorgen, dat in de roomkelders geen kuipen met vleesch … geplaatst worden, en verder alles vermijden, wat, door eenige uitwaseming of verrotting, de lucht in den kelder … zou kunnen bederven,   berkhey, N.H. 9, 346 [1811].; ",
verwaaiing,,noun,,Smell term,,WNT,"Op den wind overgebrachte lichaamsgeur. Bep. in de verb. verwaaiing geven, krijgen e.d.","De hond trekt op het wild aan, zoodra hij er lucht, verwaaiing van krijgt,   132 [1915].",
walm,,noun,,Smell term,,,,,
wasem,,noun,waesem,Smell term,,WNT,,"Als men zulk een kalfskop opkookte, gaf de wasem van den besmetten opgekookt wordenden kop volstrekt een walgelijke reuk,   berkhey, N.H. 8, 349 [1810].; Des feestdaags, anders niet, wordt uit het zilte nat Het bruine vleesch gescheurd, dat vastvroor in het vat; Dan dekt de ketel 't vuur, waar zij zich rond om scharen, En hunkren naar den disch, en in den wasem staren,   tollens 5, 119 [1819].; Hij kookte wel de soep, zoodat de meester aanstonds eten kon wanneer hij van de werf kwam, maar de jongens hadden snappend rondom hem staande al eerder de lekkerbeetjes uit den pot gekregen. Het kamertje was geurig van den wasem,   v. schendel, Zwerver verdw. 31 [1907].; Een lieflyke waassem. Une vapeur, ou une odeur agréable,   halma [1710].;  Het aerdrijck was besaeijt met allerhande vorm Van bloemen, bij wiens geur en honing-soete waesem De zephijrs mengelden hun balsem-rijcken aesem,   de swaen 1, 10 [1686].; 't Is Lente! Lente! Het feestgeschal Van ""Lente! Lente!"" Klinke overal! Hoe geurt de wasem Der berkenspruit! Hoe zacht is de asem Van 't vriendlijk zuid!   staring 4, 65 [1820; Hy (""de oudedele fabrikant"") zuivert ze (""die onnutte en smettelijke zelfstandigheden"") daar (in zijn fabriek) in den schoot van zyne eigene wonderkrachtige aarde: 't gene zwart en leelyk was komt groen weêr uit, 't gene stonk en stoorde is welriekende wasem van blomme en bloeisel geworden,   gezelle (ed. baur) 4, 310 [1865].",
welriekendheid,,noun,,smell term,fragrant,WNT,"Eigenschap van een aangenamen reuk te hebben of te verspreiden, geurigheid, resp. (concr.) aangename, goede geur of reuk. In de laatste aanh. bep. in iron. zin.","Het is een zeer welriekent hout: welk men zeid zijn welriekendheid door het verrotten onder d'aerde, verkrijgt,  Dapper, Gedenkw. Bedr. 67 b [1670].; De welriekendheid van de zeer aangenaame hars der pyn-boomen, en deszelfs kragt tegen alle verrottingen,  V. Ranouw, Kab. 2, 464 [1719].;  De bergamotolie wordt in de geneeskunde aangewend, om aan uitwendige middelen welriekendheid bij te zetten,  Schatk. v.a. St. 1844, 15 [1844].;  Met den trein van half 11 naar A'dam, samen met Kolleman, en de coupé voller dan hem ooit te voren gezien, zijnde wij met ons 15en; waaronder twee Engelsche dames, dewelken zoo zwaar geparfumeerd, een der heeren verlof vroeg te rooken; en daarop een walm nog erger dan de welriekendheid, Goerée d'overfl., Dagb. 158 [1918].; De oly komt met haer welriekentheden Een' nieuwe jeughd bijsetten onsen leden, Hooft, Ged. 1, 277 [c. 1626].; Wel ende danckbaerlijck deed Alexander, als hy sijnen Leitsman liet genieten aen de winste, waer af hy op sijn aenvoeren meester was geworden, hujsende de boecken van Homerus in 't kofferken der coninklijke welrieckentheden,  Hooft, Br. 1, 423 [1613].",
zweem,,noun,,Smell term,,,,,
feintsjelok	,,noun,,Smell term,,Friesch WDB	,wat jongelingen lokt; schertsnaam voor eau-de-Cologne of ander reukwater',,
anti-geur,,noun,,smell term,deodorisation,website 2022,,,
ruiken ,,verb,"ruycken, rieken; ruken, rieken;  rûken, rêken;  fumigare;: rooken, dampen, rieken, rooken, rieken, dampen; stuiven",To smell / perception,,Brouwer Lexicon; WNT,"Reuk opnemen, inademen, gewaarworden door middel van den reukzin",,
aantrekken,,verb,,To smell / perception ,,WNT,Van een jachthond. Door de reuk waarnemen,"Ik was nooit in de gelegenheid op te merken, dat honden watersnippen verder aantrokken dan hoenders. Wel … dat sommige honden van eenden soms buitengewoon ververwaaiing kunnen opvangen,   in Ned. Jager 1921, 385 a.",
beruiken ,,verb,,To smell / perception ,,Brouwer Lexicon,,,
besnuffelen ,,verb,,To smell / perception ,,Brouwer Lexicon,,,
fijn,,adjective,,To smell / perception ,,WNT,Gezegd van het reukvermogen,"Die schrikkelijke fijnheid van reuk, waarvoor de jagthond van Pieter-baas onderdoen moet,   wolff en deken, Wildsch. 2, 212 [1793].",
geurhallucinatie,,noun,,To smell / perception ,neologism,"FB Hotz, 'De toren', 1978",,Hij werkte met de geurhallucinatie van cylinderolie in de neus,
harden,,verb,heerden,To smell / perception ,,WNT,,"Die neusgaten connen qualijcken heerden Int eerste den rocke (reuk) van leer oft beesten,   ovid., Conste d. M. 69.",
inslurpen,,verb,inslorpen,To smell / perception ,,WNT,Van den reuk van iets,"Reukgeesten …, door den mond ingeademd of door den neus ingeslorpt,   5, 378; Eene vereeniging van buizen (in het voorste neusgestel) …, die … den reuk inslurpen,   berkhey, N.H. 5, 364 [1805].",
lokken,,verb,nederlokken,To smell / perception ,,WNT,,"Wiens reuk de Godtheit nederlokte uit hare heiligdommen,   hoogvliet, bij weil.",
omruiken,,verb,omrieken,To smell / perception ,,WNT,"1. den reuk van iets onderzoeken; Her- en derwaarts loopen te ruiken, al ruikende rondloopen; 2. Om in den zin van her- en derwaarts, figuurlijk opgevat. Met het voorz. op. Op iets omruiken, t.w. op iets, waaraan een reuk is. Er nu hier dan daar op ruiken, er herhaaldelijk op ruiken; veelal met het bijdenkbeeld, dat dit geschiedt om te onderzoeken of het voorwerp bedorven is. ","Ik merk hier een brandlucht, maar hoe ik ook omruik, ik vind niets dat brandt. Wat loopt toch die hond bij je om te ruiken? De hond heeft net zoo lang omgeroken tot hij het verloren been heeft teruggevonden.   poëem WNT",
onriekbaar,,adjective,,To smell / perception ,,WNT,Niet waarneembaar voor het zintuig van den reuk. ,"Geen neus 't onrieckbaere oit Kon riecken, en het oogh vernam 't onzichtbre noit,   vondel 9, 398 [1662].",
opslorpen,,verb,,To smell / perception ,,WNT,"Geur opslorpen, ruiken","Door den reuk … verstaat men een vermogen van het zintuig hetwelk geschikt is om de subtiele uitwasemende geuren, of liever eigenaardige geesten van elk wezen op te slurpen, in te ademen enz.,   berkhey, N.H. 5, 352 [1805].; Een kleine inham …, alwaar de reukdeelen het eerste worden opgeslurpt,   5, 366  (zie ook 5, 396).",
opsnuiven ,,verb,,To smell / perception ,,"Brouwer Lexicon; Kocks, G.H. (1996-1997), Woordenboek van de Drentse Dialecten (WDD)",,"IJ moet niet denken dat ik die stank hier opsnoeven wil (Eex),",
riekbaar,,verb,ruikbaar,To smell / perception ,,WNT,,"Hier door kunnen wy verstaan, hoe groot een vermaagschapping 'er is tusschen riekbaare en smaakbaare (zaaken), of de voorwerpen van smaak en reuk?   boerhaave-lóve, Geneesk. Onderw. 200 [1745].",
snuffelen ,,verb,,To smell / perception ,,Brouwer Lexicon,,,
snuffen ,,verb,,To smell / perception ,,Brouwer Lexicon,,,
snuiven ,,verb,snoeven,To smell / perception ,,Brouwer Lexicon; WNT,"Door krachtig lucht door den neus op te nemen een reuk, een spoor enz. trachten te herkennen of te vinden; snuffelen.; Krachtig inademen, insnuiven, opsnuiven.","De Heydensche Philosophen van verde snuyvende nae den lieflijcken reuck der onsterflijckheydt, Z. heyns, Wegw. t. Salich. 1.; 't Gheboeft loopt dapper snuyven, Daerom selje bey de grendelen toe moeten schuyven,   hooft, Ged. 2, 277 [1616].; De graghe Wolf die gaet rontom veel stallen snuyven. Om maer een eenigh Schaep te kryghen in sijn kluyven,   v. heemskerk, Minne-kunst 127.; De jagthond snoof vergeefs in 't rond: Geen voetspoor had hij opgedaan,   ledeganck 201.; Sprotje snoof, Sprotje keurde, Sprotje trok een kennersneus,   schart.-ant., Sprotje 3, 90 [1910].; De trappelende hengst, waarop de Veldheer zit … snuift den oostenwind, en zwiert met staart en maanen,   v. merken, Germ. 431 [1779].; Men snuifde het stof,   tollens 1, 69 [1808].; Hij snoof weer den rauwen reuk van het winterloof en de rotte groeze der aardappels,   stijn streuvels, Minneh. 2, 140 [1903].",
vergasten,,verb,,To smell / perception ,,WNT,"M. betr. t. pers. of inz. hun zintuigen: (iets of iem.) verwennen, doen geniete","t Geen ik eenige dagen geleden heb zien uitspruiten …, zie ik nu met het schoonste bloemtapyt bedekt, myn gezigt verkwikken, terwyl myn reuk, door eene zielverheugende geur, als vergast word,   v. effen, Spect. 10, 12 [1734].; Op dien akker kwijnt het onkruid, en de bloemen spruiten voort; Bloemen, die den reuk vergasten, wier gezigt het oog bekoort,   v. alphen 3, 190 (ed. 1839) [1781].; Als het duizendkleurig kruid Het dwalend oog vergast, En als het jonge zaad ontspruit enz.,   tollens 7, 54 [1802].; Plukken we in dees beemd de bloem die voor ons wast, En d' appel, die ons 't oog, de reuk, en smaak vergast, En zingen we onze min met 's hemels pluimchoralen!   bild. 13, 231 [1818].;",
verlusten,,verb,,To smell / perception ,,WNT,"betr. t. de zintuigen (inz. het oog), de ziel e.d.: behagen, bekoren; streelen","De reuk, die ons verlust, vliegt met de windt daar henen … En al de lekkre smaak is maar drie vingers lang,   Apollos Harp 97 [1658].",
rieken ,,verb,,To smell / perception & production ,,Brouwer Lexicon,,,
aanwinden,,verb,"aangewind , añgewind",To smell / production,,"Werkgroep Dialecten Hoeksche Waard (2006), Hoekschewaards woordenboek", als de wind uit de juiste hoek komt, As ’t angewind was kojje (bijv. in Dordt) de stank van de rôôterije op ’s Graevendêêl ruike Als de wind uit de juiste hoek kwam kon je (bijv. in Dordrecht) de stank van de roterijen in ’s Gravendeel ruiken,
afgeven (reuk),,verb,,To smell / production,,WNT,"Van een reuk. Dien van zich geven, van zich doen uitgaan, rondom zich verspreiden","Een aangenamen, liefelijken, leelijken, ondraaglijken reuk afgeven. Een vreeselijken stank afgeven.   poëem WNT",
aflaten (reuk),,verb,,To smell / production,,WNT,"In Gron. in absoluut gebruik voor: afgeven (van verf) en: reuk afgeven, stinken (ter laan). ",,
aromatiseren ,,verb,,To smell / production,Fragrant,Brouwer Lexicon,,,
balsemen ,,verb,,To smell / production,Fragrant,Brouwer Lexicon,,,
begeuren,,verb,,To smell / production,,WNT,Met geur in aanraking brengen of geurig maken.,"Kusjes …, Die hy, aan syn omhelsde Bruid, Begeurt van cierlik minnekruid, Met lonkjes geeft,   six v. chand.245 [1657].",
bereuken,,verb,,To smell / production,,WNT,Geurig maken,"Sijn soo beroockte en bereuckte vell (bedoeld is ”een geparfumeert leder”),   huygens 1, 243 [1638].","Een balssem, … wiens ed'le geur De lucht bereuckend' deur en deur, … wordt genoten,   camphuyzen, Ps.141, 10 [c. 1626]."
bewieroken,,verb,,To smell / production,,,,,
bluierig,,adjective,bloeien,To smell / production,," Molema, H. (1895), Woordenboek der Groningsche Volkstaal in de 19e eeuw","Wanneer zich donderwolken aan den horizon vertoonen die zich al meer ophoopen en een onweer doen voorspellen, zegt men: de lōcht bluit = is bluiêrg. – Wordt ook van het water in onze regenbakken gezegd, dat soms, vooral in Augustus, een walgelijken reuk krijgt.",,
dampen,,verb,,To smell / production,,,,,
deodorisatie ,,noun,desodorisatie ,To smell / production,No smell,Brouwer Lexicon,,,
deodoriseren ,,verb,desodoriseren ,To smell / production,No smell,Brouwer Lexicon,,,
doorgeuren ,,verb,,To smell / production,,Brouwer Lexicon,,,
evaporerend,,adjective,,To smell / production,,WNT,,"Dit salicylzuur (heeft zich) … doen kennen als een voortreffelijk middel om, bij onaangenaam riekend evaporerende voeten …, den walgelijken reuk weg te nemen,   Volksvlijt 1875, 242.",
geur van zich geven ,,verb,,To smell / production,,Brouwer Lexicon,,,
geur verspreiden ,,verb,,To smell / production,,Brouwer Lexicon,,,
geurademend,,adjective,,To smell / production,,WNT,,"'t Is wellust, ongelijkbaar zoet …/ In 't geurenaëmend rozennat … / Al dart'lend rond te woelen. V. Lennep, Poët. 10, 71 [1838].",
geurdampend,,adjective,,To smell / production,,WNT,,"t Geurdampend heir der frissche bloemen? de marre, Hof- en Mengeld. 204.",
geuren ,,verb,,To smell / production,,Brouwer Lexicon,,,
geurwalmend,,adjective,,To smell / production,,WNT,,"Een twijg … met geurenwalmend ooft.  13, 21.",
luchten ,,verb,,To smell / production,,Brouwer Lexicon; WNT,"Ruiken, reuk verspreiden. Verouderd. Stinken, stank verwekken.","Van u, mij 't hooft met olij wordt bedroopen Die lieflijck lucht,   hooft, Ged. 1, 202 [1623].; De Spraecke begint hem te beswijcken, de Keele te reutelen, en 't gansche Lichaem bangh te luchten,   sprankhuisen 8, 1 b [1648].;Klein Keesjen is lamm van Gicht en Pocken …: Hy lucht van de salv, hy lucht van pijn,   huygens 2, 179 [1645].; Al d'arbeydt en verdiende vruchten Op 's Vree-Nimfs outers zullen luchten,   six v. chand. in Olyfkr. d. Vreede 317.; Het lucht te bang in 't vuur, 't Geen snerkt van bloed en nat,   oudaan, Toneelp. 270.; Een beemd Wiens genuchten Weeld'rig luchtten,   potgieter 10, 79 [1874].",
melig,,adjective,,To smell / production,deodorisation,"Boekenoogen, G.J. (1897), De Zaanse Volkstaal. Deel II: Zaans Idioticon - Aanvullingen. Zaandijk (herdruk 1971)","Ook van vruchten, die door lang liggen te rijp en daardoor droog, korrelig zijn geworden. |","Deze perzik is melig, er is gien geur meer an. ",
